nombre_producto,cantidad_entregada
TOXINA BOTULINICA CLOSTRIDIUM 100U.I. SOLUCION INYECTABLE | HUMAX | NEURONOX,1
ACETAMINOFEN 500MG TABLETA | AG |,30
CALCITRIOL 0.25MCG CAPSULA | COLMED |,90
METFORMINA 850MG TABLETA | PISA S.A |,90
METFORMINA 850MG TABLETA | PISA S.A |,60
VITAMINA D3 2000UI CAPSULA | COLMED |,60
OMEPRAZOL 20MG CAPSULA | NOVAMED |,90
ACETAMINOFEN 500MG TABLETA | AG |,180
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,90
FUROSEMIDA 40MG TABLETA | GENFAR |,90
CLOTRIMAZOL 1% CREMA TOPICA | AG |,3
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,180
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,30
AMLODIPINO 5MG TABLETA | WINTHROP |,90
FUROSEMIDA 40MG TABLETA | GENFAR |,30
FUROSEMIDA 40MG TABLETA | GENFAR |,60
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
ROSUVASTATINA 40MG TABLETA | ECAR |,90
LOSARTAN 50MG TABLETA | GENFAR |,180
ATORVASTATINA 40MG TABLETA ECAR,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
LOSARTAN 50MG TABLETA | GENFAR |,180
PREGABALINA 50MG TABLETA | PFIZER | LYRICA,90
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,100
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,175
ATORVASTATINA 20MG TABLETA | ECAR |,90
OMEPRAZOL 20MG CAPSULA | NOVAMED |,90
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | RECIPE |,14
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,2
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,60
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
ROSUVASTATINA 40MG TABLETA | ECAR |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
HIDROXIDO DE ALUMINIO 6GR/100ML SUSPENSION | TECNOQUIMICAS |,3
FUROSEMIDA 40MG TABLETA | GENFAR |,90
ESPIRONOLACTONA 25MG TABLETA | WINTHROP |,90
FOSFOMICINA 3GR SOBRE DE SOLUCION ORAL | NOVAMED | UROFOS,5
ESPIRONOLACTONA 25MG TABLETA | LAPROFF |,90
AMLODIPINO 10MG TABLETA | GENFAR |,90
ATORVASTATINA 40MG TABLETA ECAR,90
PAROXETINA 20MG TABLETA | ECAR |,90
ATORVASTATINA 40MG TABLETA ECAR,90
VITAMINA D3 2000UI CAPSULA | COLMED |,60
ACETAMINOFEN 500MG TABLETA | AG |,20
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,30
ESOMEPRAZOL 20MG TABLETA | COLMED |,90
LOSARTAN 50MG TABLETA | GENFAR |,90
ROSUVASTATINA 40MG TABLETA | ECAR |,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,30
ROSUVASTATINA 20MG TABLETA | ECAR |,90
LOSARTAN 50MG TABLETA | GENFAR |,180
OMEPRAZOL 20MG CAPSULA | NOVAMED |,60
PALIVIZUMAB 50MG SOLUCION INYECTABLE | ASTRAZENECA | SYNAGIS,1
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,2
ACETAMINOFEN 500MG TABLETA | AG |,30
AMLODIPINO + VALSARTAN + HIDROCLOROTIAZIDA 5MG+160MG+12.5MG TABLETA | NOVARTIS | EXFORGE HCT,112
LOSARTAN 50MG TABLETA | GENFAR |,180
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LEVOTIROXINA 75MCG TABLETA | MERCK | EUTIROX,120
METRONIDAZOL 500MG OVULO | COLMED |,7
NITROFURANTOINA 100MG TABLETA | RECIPE |,6
CLOTRIMAZOL 100MG OVULO VAGINAL | COLMED |,7
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
HIDROXIDO DE ALUMINIO 6GR/100ML SUSPENSION | TECNOQUIMICAS |,3
AMLODIPINO + VALSARTAN + HIDROCLOROTIAZIDA 5MG+160MG+12.5MG TABLETA | NOVARTIS | EXFORGE HCT,112
INSULINA DEGLUDEC 100UI/ML LAPICERO | NOVO | TRESIBA 100U.I./ML,6
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
CALCITRIOL 0.25MCG CAPSULA | COLMED |,90
IRBESARTAN 150MG TABLETA | HETERO | IRBIGEN,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
VITAMINA D3 2000UI CAPSULA | COLMED |,90
VERAPAMILO 80MG TABLETA | LASANTE |,180
METOCARBAMOL 750MG TABLETA | LABINCO | MIOFLEX,21
FLUOXETINA 20MG/5ML JARABE | BUSSIE | MOLTOBEN,5
DESLORATADINA + MONTELUKAST 5MG + 10MG TABLETA | NOVAMED | DESLODEX,90
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | LASANTE | VITAMINA C,90
AZELASTINA + FLUTICASONA PROPIONATO 137MCG+50MCG SPRAY NASAL X 30ML | NOVAMED | AZEFLU,2
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
COLCHICINA 0.5MG TABLETA | LAPROFF |,180
DIACEREINA 50MG TABLETA | SYNERGY LAB S.A.S | ARTRO M,90
CARBAMAZEPINA 200MG TABLETA | LAPROFF |,120
CARVEDILOL 6.25MG TABLETA | LASANTE |,240
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,120
RIVAROXABAN 20MG TABLETA | BAYER | XARELTO 20MG,120
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,1
CROMOGLICATO DE SODIO 2% SOLUCION OFTALMICA | EXPOFARMA |,2
OMEPRAZOL 20MG CAPSULA | NOVAMED |,90
KETOCONAZOL 2% SHAMPOO 100ML FRASCO | BIOQUIFAR | FUNGISTEROL,1
BETAHISTINA 8MG TABLETA | LASANTE |,60
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
ACETAMINOFEN 500MG TABLETA | AG |,30
RISPERIDONA 1MG/20ML SOLUCION ORAL | SCANDINAVIA | TRACTAL 1MG/ML,7
CARBOXIMETILCELULOSA 0.5% SOLUCION OFTALMICA | INCOBRA | OFTALMOTRILUB,3
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
AZELASTINA + FLUTICASONA PROPIONATO 137MCG+50MCG SPRAY NASAL X 30ML | NOVAMED | AZEFLU,2
DESLORATADINA + MONTELUKAST 5MG + 10MG TABLETA | NOVAMED | DESLODEX,60
LEVOSULPIRIDE + PANCREATINA + SIMETICONA 25MG+150MG+80MG TABLETA | GALENO QUIMICA S.A | LEPRIT,120
CIPROFLOXACINO 500MG TABLETA | AG |,14
NAPROXENO 250MG TABLETA GENFAR,30
LEVONORGESTREL + ETINILESTRADIOL 0.15MG+0.03MG TABLETA | PROFAMILIA | OCEIRA,63
ACIDO TRANEXAMICO 500MG TABLETA | HUMAX | FIBRILOK,30
ACETAMINOFEN 500MG TABLETA | AG |,30
ESOMEPRAZOL 20MG TABLETA |COLMED,60
METFORMINA 850MG TABLETA | PISA S.A |,120
ROSUVASTATINA 40MG TABLETA | ECAR |,60
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,50
AMLODIPINO 5MG TABLETA | WINTHROP |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,90
FUROSEMIDA 40MG TABLETA | GENFAR |,90
LOSARTAN 50MG TABLETA | GENFAR |,120
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,11
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,60
RISPERIDONA 1MG TABLETA | LA SANTE | ZYRISP,180
FLUOXETINA 20MG/5ML JARABE | BUSSIE | MOLTOBEN,7
CLONIDINA 0.150MG TABLETA | ECAR | E-CARDIO,180
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,180
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,12
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
CARVEDILOL 12.5MG TABLETA | WINTHROP |,180
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LEVOTIROXINA 125MCG TABLETA | SIEGFRIED |,90
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,3
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
SUCRALFATO 1GR TABLETA | ROPSOHN | ALSUCRAL,30
DOXICICLINA 100MG TABLETA | GENFAR |,28
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | LABINCO | LABINPINA,15
METRONIDAZOL 500MG TABLETA | ECAR |,28
ATORVASTATINA 40MG TABLETA ECAR,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
ACETAMINOFEN 500MG TABLETA | AG |,30
LOSARTAN 50MG TABLETA | GENFAR |,180
FUROSEMIDA 40MG TABLETA | GENFAR |,90
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,84
DOXICICLINA 100MG TABLETA | GENFAR |,30
DIVALPROATO DE SODIO 500MG TABLETA ABBOTT VALCOTE,240
LAMOTRIGINA 100MG TABLETA DISPERSABLE | HUMAX |,480
BIPERIDENO 2MG TABLETA | TECNOQUIMICAS |,120
OLANZAPINA 5MG TABLETA | LASANTE |,120
AMLODIPINO 5MG TABLETA | WINTHROP |,30
CARBONATO DE CALCIO 600MG (1500MG) TABLETA | LEBRIUT S.A.S | OROCAL MASTICABLE,30
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,30
TIAMINA 300MG TABLETA | ECAR | VITAMINA B1 TABLETA,30
FLUOXETINA 20MG TABLETA | NOVAMED | GENERICO,90
CLONIDINA 0.150MG TABLETA | ECAR | E-CARDIO,180
SUCRALFATO 1GR TABLETA | ROPSOHN | ALSUCRAL,180
SALBUTAMOL 100MCG INHALADOR | CIPLA |,3
ATORVASTATINA 40MG TABLETA ECAR,90
SALMETEROL + FLUTICASONA 25MCG + 250MCG INHALADOR X 120 DOSIS | GLAXO | SERETIDE DISKUS,1
FOSFOMICINA 3GR SOBRE DE SOLUCION ORAL | NOVAMED | UROFOS,1
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
ACETILCISTEINA 600MG SOBRE | LASANTE |,180
ATORVASTATINA 40MG TABLETA ECAR,90
ETORICOXIB 60MG TABLETA | EUROFARMA |,28
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,12
DULOXETINA 30MG CAPSULA | BUSSIE | DUXETINA,57
ACETILCISTEINA 600MG SOBRE | LASANTE |,90
METRONIDAZOL 500MG TABLETA | ECAR |,14
DIOSMINA + HESPERIDINA 450MG/50MG TABLETAS | TECNOQUIMICAS |,30
LEVOMEPROMAZINA 4% SOLUCION ORAL | ACTIFARMA |,2
CALCITRIOL 0.25MCG CAPSULA | COLMED |,90
ESPIRONOLACTONA 25MG TABLETA | WINTHROP |,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
AMLODIPINO 10MG TABLETA | GENFAR |,90
ROSUVASTATINA 40MG TABLETA | ECAR |,90
VALSARTAN 160MG TABLETA | LASANTE |,180
VITAMINA D3 2000UI CAPSULA | COLMED |,45
AMLODIPINO 10MG TABLETA | GENFAR |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
OLOPATADINA 0.2%/5ML SOLUCION OFTALMICA | INCOBRA | OFTALMOTRIALER,3
AMLODIPINO 5MG TABLETA | WINTHROP |,90
ATORVASTATINA 40MG TABLETA ECAR,90
ESOMEPRAZOL 20MG TABLETA |COLMED,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
ATORVASTATINA 40MG TABLETA ECAR,90
CARVEDILOL 6.25MG TABLETA | LASANTE |,180
CALCITRIOL 0.25MCG CAPSULA | COLMED |,90
ESPIRONOLACTONA 25MG TABLETA | WINTHROP |,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
IRBESARTAN 150MG TABLETA | HETERO | IRBIGEN,180
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
ALBENDAZOL 200MG TABLETA | LAPROFF |,2
ESOMEPRAZOL 40MG TABLETA | COLMED |,30
AMLODIPINO 5MG TABLETA | WINTHROP |,90
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,45
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
TIAMINA 300MG TABLETA | ECAR | VITAMINA B1 TABLETA,60
VITAMINA D3 2000UI CAPSULA | COLMED |,120
METFORMINA 850MG TABLETA | PISA S.A |,120
FLUVOXAMINA 100MG TABLETA | THE LABS | ANSIVOX,240
HIDROXICINA 25MG TABLETA | GENFAR |,120
ACETAMINOFEN 500MG TABLETA | AG |,12
CIPROFLOXACINO 500MG TABLETA | BCN | PROCATEC,8
METOCLOPRAMIDA 10MG TABLETA | COASPHARMA | METOSIL,6
METRONIDAZOL 500MG TABLETA | ECAR |,12
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | RECIPE |,6
ESOMEPRAZOL 20MG TABLETA |COLMED,27
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,30
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,112
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,6
MEDROXIPROGESTERONA + ESTRADIOL CIPIONATO 25MG+5MG SOLUCION INYECTABLE | PROFAMILIA | CYCLOFEM,1
ATORVASTATINA 40MG TABLETA ECAR,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
VITAMINA D3 2000UI CAPSULA | COLMED |,90
ESOMEPRAZOL 20MG TABLETA | COLMED |,90
ETORICOXIB 60MG TABLETA | EUROFARMA |,14
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
RIFAXIMINA 200MG CAPSULA BLANDA | PROCAPS| IFAXIM,84
RISPERIDONA 2MG TABLETA | LA SANTE | ZYRISP,180
DIOSMINA + HESPERIDINA 450MG/50MG TABLETAS | GENFAR |,10
CARBOXIMETILCELULOSA 0.5% SOLUCION OFTALMICA | INCOBRA | OFTALMOTRILUB,3
ACIDO URSODEOXICOLICO 300MG TABLETA | SALUS PHARMA | URSOX,30
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,9
ACIDO FOLICO 1MG TABLETA | ECAR |,30
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,60
DIACEREINA 50MG TABLETA | SYNERGY LAB S.A.S | ARTRO M,60
ATORVASTATINA 40MG TABLETA ECAR,40
LANCETAS DE GLUCOMETRIA | PROCAPS | GLUCOQUICK,100
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,3
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,100
TIAMINA 300MG TABLETA | ECAR | VITAMINA B1 TABLETA,15
FLUOXETINA 20MG TABLETA | NOVAMED | GENERICO,30
ACIDO ZOLEDRONICO 5MG/100ML SOLUCION INYECTABLE | HUMAN BIOSCIENCE | ZOFIVE,1
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,4
VITAMINA D3 2000UI CAPSULA | COLMED |,20
LIDOCAINA 700MG (5%) PARCHE GRUNENTHAL VERSATIS 5%,20
AMLODIPINO 5MG TABLETA | WINTHROP |,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,30
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
LOSARTAN 50MG TABLETA | GENFAR |,90
TIAMINA 300MG TABLETA | ECAR | VITAMINA B1 TABLETA,10
ESOMEPRAZOL 20MG TABLETA |COLMED,30
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,1
ALBENDAZOL 200MG TABLETA | LAPROFF |,2
METOCARBAMOL 750MG TABLETA | LABINCO | MIOFLEX,9
NAPROXENO 250MG TABLETA GENFAR,15
LEVETIRACETAM 1GR TABLETA | SCANDINAVIA | CEUMID,70
LEVETIRACETAM 1GR TABLETA | SCANDINAVIA | CEUMID,70
LACOSAMIDA 200MG TABLETA | BIOPAS | VIMPAT,90
LACOSAMIDA 200MG TABLETA | BIOPAS | VIMPAT,90
AMITRIPTILINA 25MG TABLETA | WINTHROP |,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
ALENDRONATO 70MG TABLETA | LASANTE |,24
ESPIRONOLACTONA 25MG TABLETA | WINTHROP |,90
APIXABAN 2.5MG TABLETA | PFIZER | ELIQUIS,180
ATORVASTATINA 40MG TABLETA ECAR,90
CARVEDILOL 6.25MG TABLETA | LASANTE |,180
CLONIDINA 0.150MG TABLETA | ECAR | E-CARDIO,270
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
VALSARTAN 160MG TABLETAS |GENFAR|,84
SALBUTAMOL 100MCG INHALADOR | CIPLA |,1
ATORVASTATINA 20MG TABLETA | ECAR |,90
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,90
VALSARTAN 160MG TABLETA | LASANTE |,180
CLARITROMICINA 500MG TABLETA | GENFAR |,20
AMOXICILINA 500MG CAPSULA | LASANTE |,42
SUCRALFATO 1GR TABLETA | ROPSOHN | ALSUCRAL,90
SUBSALICILATO DE BISMUTO 262 MG TABLETA MASTICABLE | LAFRANCOL | BISBACTER,56
ESOMEPRAZOL 20MG TABLETA |COLMED,60
CLOBAZAM 10MG TABLETA | HUMAX | OBAX,10
CLOBAZAM 10MG TABLETA | HUMAX | OBAX,80
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
SERTRALINA 100MG TABLETA | GENFAR |,120
ROSUVASTATINA 40MG TABLETA | ECAR |,90
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,180
ESPIRONOLACTONA 25MG TABLETA | WINTHROP |,90
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,180
ESTROGENOS CONJUGADOS 0.625MG CREMA VAGINAL X 26GR | FAES FARMA | FEVENY,2
IMIPRAMINA 25MG TABLETA | HUMAX |,60
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | LASANTE | VITAMINA C,60
AMLODIPINO + VALSARTAN + HIDROCLOROTIAZIDA 10MG+320MG+25MG TABLETA | NOVARTIS | EXFORGE HCT,84
LEVOTIROXINA 150MCG TABLETA | SIEGFRIED |,90
METRONIDAZOL 500MG TABLETA | ECAR |,28
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
DOXICICLINA 100MG TABLETA | GENFAR |,28
CARBONATO DE CALCIO 1500MG + VITAMINA D 200U.I TABLETA | LEBRIUT S.A.S | OROCAL D,30
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
ACETAMINOFEN 500MG TABLETA | AG |,45
CARBONATO DE CALCIO 1500MG + VITAMINA D 200U.I TABLETA | LEBRIUT S.A.S | OROCAL D,90
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,180
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
LEVOTIROXINA 100MCG TABLETA | SIEGFRIED | TIROXIN,90
ETORICOXIB 60MG TABLETA | EUROFARMA |,14
DICLOFENACO SODICO 1% GEL TOPICO | GENFAR |,3
ESOMEPRAZOL 20MG TABLETA | ASTRA ZENECA | NEXIUM MUPS,120
TRIMEBUTINA 200MG TABLETA | GENFAR |,180
CEFALEXINA 500MG CAPSULA | RECIPE |,28
HIDROXICINA 25MG TABLETA | GENFAR |,30
SERTRALINA 25MG TABLETA | TECNOFARMA | DOMINIUM,30
INSULINA GLULISINA 300U.I./3ML (100U.I./ML) CARTUCHO | SANOFI AVENTIS | APIDRA,5
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,90
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
TIAMINA 1GR SOLUCION INYECTABLE | ECAR | VITAMINA B1 INYECTABLE,30
ACETAMINOFEN 500MG TABLETA | AG |,60
ACETAMINOFEN 500MG TABLETA | AG |,60
ATORVASTATINA 40MG TABLETA ECAR,90
ATORVASTATINA 40MG TABLETA ECAR,90
LOSARTAN 50MG TABLETA | NOVAMED | TENSOFAR,180
LOSARTAN 50MG TABLETA | NOVAMED | TENSOFAR,180
NISTATINA + OXIDO DE ZINC 100.000U.I. + 200MG CREMA TOPICA | COLMED | 60GR,3
LEVETIRACETAM 100MG/300ML SOLUCION ORAL | CLINICOS Y HOSPITALARIOS DE COLOMBIA | CYHLAB,3
ACETAMINOFEN 150MG/5ML JARABE | LAPROFF |,3
OMEPRAZOL 20MG CAPSULA | NOVAMED |,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
IBUPROFENO 800MG TABLETA | GENFAR |,30
HIDROXIDO DE ALUMINIO 6GR/100ML SUSPENSION | TECNOQUIMICAS |,3
ESOMEPRAZOL 20MG TABLETA |COLMED,90
ROSUVASTATINA 40MG TABLETA | ECAR |,30
GLIMEPIRIDA 2MG TABLETA | TECNOQUIMICAS |,30
GLUCOMETRO DIGITAL | PROCAPS | GLUCOQUICK DIAMOND GD50,1
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,30
AMLODIPINO 5MG TABLETA | WINTHROP |,90
ROSUVASTATINA 20MG TABLETA | ECAR |,90
NITROFURANTOINA 100MG TABLETA | RECIPE |,30
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,30
ATORVASTATINA 20MG TABLETA | ECAR |,90
ACETAMINOFEN 500MG TABLETA | AG |,40
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
BROMFENACO SODICO 0.9MG/5ML SOLUCION OFTALMICA | MEGALABS | BRONAX,3
ESOMEPRAZOL 40MG TABLETA | COLMED |,90
VILDAGLIPTINA + METFORMINA 50MG + 850MG TABLETA | NOVARTIS | GALVUS MET,175
ROSUVASTATINA 40MG TABLETA | ECAR |,90
CARBONATO DE CALCIO 1500MG + VITAMINA D 200U.I TABLETA | LEBRIUT S.A.S | OROCAL D,90
DIACEREINA 50MG TABLETA | SYNERGY LAB S.A.S | ARTRO M,90
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,1
ERGOTAMINA + CAFEINA 1MG + 100MG TABLETA | TECNOQUIMICAS | FENCAFEN,6
LORATADINA 10MG TABLETA | AG |,10
NAPROXENO 250MG TABLETA GENFAR,15
METOCARBAMOL 750MG TABLETA | LABINCO | MIOFLEX,15
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,1
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,15
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,90
ATORVASTATINA 40MG TABLETA ECAR,90
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,30
ERGOTAMINA + CAFEINA 1MG + 100MG TABLETA | TECNOQUIMICAS | FENCAFEN,20
METFORMINA 500MG TABLETA | GENFAR |,90
VALSARTAN 160MG TABLETAS |GENFAR|,175
ESPIRONOLACTONA 25MG TABLETA | WINTHROP |,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
BISACODILO 5MG TABLETA | BUSSIE |,30
FLUOXETINA 20MG/5ML JARABE | BUSSIE | MOLTOBEN,2
VITAMINA D3 (COLECALCIFEROL) 5600U.I./10ML SOLUCION ORAL | NOVAMED | DENSIMET,2
CARVEDILOL 6.25MG TABLETA | LASANTE |,60
ATORVASTATINA 40MG TABLETA ECAR,30
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
FUROSEMIDA 40MG TABLETA | GENFAR |,30
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,30
VILDAGLIPTINA + METFORMINA 50MG + 850MG TABLETA | NOVARTIS | GALVUS MET,56
VALSARTAN 160MG TABLETAS |GENFAR|,56
ACETAMINOFEN 500MG TABLETA | AG |,30
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,30
FUROSEMIDA 40MG TABLETA | GENFAR |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
NIFEDIPINO RETARD 30MG CAPSULA | NOVAMED |,90
LEVOTIROXINA 100MCG TABLETA | SIEGFRIED | TIROXIN,30
ENOXAPARINA SODICA 40MG/0.4ML SOLUCION INYECTABLE | DELTA | PHARMA LAW,5
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,6
TRIMETOPRIM SULFAMETOXAZOL 800MG + 160MG TABLETA | GENFAR |,14
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,90
RIVAROXABAN 15MG TABLETA | SANOFI AVENTIS |,90
RISPERIDONA 2MG TABLETA | LA SANTE | ZYRISP,30
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,90
BISACODILO 5MG TABLETA | BUSSIE |,90
NAPROXENO 125MG/5ML (2.5%) SUSPENSION | LABINCO | NAPROX,2
AMOXICILINA 250MG/100ML SUSPENSION | LA SANTE |,3
LANCETAS DE GLUCOMETRIA | PROCAPS | GLUCOQUICK,50
OMEPRAZOL 20MG CAPSULA | NOVAMED |,15
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,90
AMOXICILINA 250MG/100ML SUSPENSION | LA SANTE |,2
ACIDO ASCORBICO 100MG/ML GOTAS | ECAR | VITAMINA C,2
METIMAZOL 5MG TABLETA | METLEN FARMA | METLINA,540
