nombre_producto,cantidad_entregada
IRINOTECAN 100MG/5ML SOLUCION INYECTABLE | SEVEN PHARMA | ROTECAN,6
PEGFILGRASTIM 6MG/0.6ML SOLUCION INYECTABLE | LAFRANCOL | GENFILGRAS PEG,2
OXALIPLATINO 100MG SOLUCION INYECTABLE | SEVEN PHARMA | OXALISEVEN,4
SUERO FISIOLOGICO 0.9% X 500 ML BOLSA,4
ITRACONAZOL 100MG CAPSULA | BIOQUIFAR | MICOTRAZOL,360
ATORVASTATINA 20MG TABLETA | ECAR |,90
LORATADINA 10MG TABLETA | AG |,7
ATORVASTATINA 20MG TABLETA | ECAR |,30
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,50
VITAMINA D3 5000UI CAPSULA | FARMA DE COLOMBIA | FARMA-D,90
ESOMEPRAZOL 20MG TABLETA | ASTRA ZENECA | NEXIUM MUPS,30
TRIMEBUTINA 200MG TABLETA | GENFAR |,20
METOCARBAMOL 750 MG X TAB,20
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
ACETAMINOFEN 500MG TABLETA | AG |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,30
AMLODIPINO 10MG TABLETA | GENFAR |,90
LOSARTAN 100MG TABLETA | BUSSIE | SATOREN,180
ROSUVASTATINA 20MG TABLETA | ECAR |,90
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | LASANTE | VITAMINA C,30
ACETAMINOFEN 500MG TABLETA | AG |,30
ACIDO FOLICO 5MG TABLETA | ECAR |,60
ERGOTAMINA + CAFEINA 1MG + 100MG TABLETA | TECNOQUIMICAS | FENCAFEN,90
ACIDO VALPROICO 250MG CAPSULA | NOVAMED | FERBIN CAPSULA LIQUIDA,90
FENITOINA SODICA 100MG CAPSULA DE LIBERACION PROLONGADA | PFIZER | EPAMIN XR,50
LEVETIRACETAM 500MG TABLETA | WINTHROP |,60
CARBAMAZEPINA 200MG TABLETA | LAPROFF |,150
ACIDO VALPROICO 250MG CAPSULA | NOVAMED | FERBIN CAPSULA LIQUIDA,60
ACETAMINOFEN 500MG TABLETA | NOVAMED | CRONOFEN,21
ACETAMINOFEN 500MG TABLETA | AG |,21
ACETAMINOFEN 500MG TABLETA | AG |,30
AMLODIPINO 5MG TABLETA | WINTHROP |,90
ATORVASTATINA 40MG TABLETA ECAR,90
ESOMEPRAZOL 20MG TABLETA | ASTRA ZENECA | NEXIUM MUPS,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,11
LOSARTAN 100MG TABLETA | BUSSIE | SATOREN,180
ETORICOXIB 60MG TABLETA | EUROFARMA |,10
ACIDO VALPROICO 250MG CAPSULA | NOVAMED | FERBIN CAPSULA LIQUIDA,120
LEVOMEPROMAZINA 25MG TABLETA | HUMAX |,120
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,90
METFORMINA 850MG TABLETA | WINTHROP |,180
ROSUVASTATINA 40MG TABLETA | ECAR |,90
DULOXETINA 30MG CAPSULA DE LIBERACIÓN RETARDADA | ALKEM| DULOKEM,100
ATORVASTATINA 20MG TABLETA | ECAR |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
ONDANSETRON 8MG/4ML SOLUCION INYECTABLE | FRESENIUS | ONDASETRON,4
PACLITAXEL 100MG/16.7ML SOLUCION INYECTABLE | HB HUMAN BIOSCIENCE |,6
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,4
SUERO FISIOLOGICO 0.9% X 500 ML BOLSA,4
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,6
NAPROXENO 125MG/5ML (2.5%) SUSPENSION | LABINCO | NAPROX,1
LEVOTIROXINA 125MCG TABLETA | SIEGFRIED |,90
CAPTOPRIL 50MG TABLETA | RECIPE |,180
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
ROSUVASTATINA 40MG TABLETA | ECAR |,90
CEFALEXINA 500MG CAPSULA | RECIPE |,28
NAPROXENO 500MG TABLETA | GENFAR |,15
ACETAMINOFEN 500MG TABLETA | AG |,60
AMLODIPINO 10MG TABLETA | GENFAR |,90
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,45
ENALAPRIL 5MG TABLETA | COASPHARMA |,150
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,2
SUERO FISIOLOGICO 0.9% X 500 ML BOLSA,2
ONDANSETRON 8MG/4ML SOLUCION INYECTABLE | FRESENIUS | ONDASETRON,2
PACLITAXEL 100MG/16.7ML SOLUCION INYECTABLE | HB HUMAN BIOSCIENCE |,3
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
DIVALPROATO DE SODIO 500MG TABLETA DE LIBERACION SOSTENIDA | ABBOTT | VALCOTE ER,90
ESPIRONOLACTONA 25MG TABLETA | WINTHROP |,90
CARVEDILOL 12.5MG TABLETA | WINTHROP |,180
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,90
ATORVASTATINA 40MG TABLETA ECAR,90
ONDANSETRON 8MG/4ML SOLUCION INYECTABLE | FRESENIUS | ONDASETRON,4
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,4
SUERO FISIOLOGICO 0.9% X 500 ML BOLSA,4
SIMETICONA + TRIMEBUTINA 120MG + 200MG TABLETA | PROCAPS S.A. | MUVETT S,56
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,60
ACIDO VALPROICO 250MG CAPSULA | NOVAMED | FERBIN CAPSULA LIQUIDA,90
AMLODIPINO 5MG TABLETA | WINTHROP |,30
OLANZAPINA 10MG TABLETA | LASANTE |,90
METFORMINA 850MG TABLETA | PISA S.A |,90
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,5
VILDAGLIPTINA + METFORMINA 50MG + 850MG TABLETA | NOVARTIS | GALVUS MET,180
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,90
VITAMINA B12 1.000MCG/1ML SOLUCION INYECTABLE | ECAR | CIANOCOBALAMINA 0.1 MG/ML,3
ENALAPRIL 5MG TABLETA | COASPHARMA |,120
ATORVASTATINA 40MG TABLETA ECAR,60
ROSUVASTATINA 40MG TABLETA | BUSSIE | REX,90
VITAMINA D3 2000UI CAPSULA | COLMED |,90
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | LABINCO | LABINPINA,9
SIMETICONA + TRIMEBUTINA 120MG + 200MG TABLETA | COLMED,20
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,4
PACLITAXEL 100MG/16.7ML SOLUCION INYECTABLE | HB HUMAN BIOSCIENCE |,4
PACLITAXEL 100MG/16.7ML SOLUCION INYECTABLE | HB HUMAN BIOSCIENCE |,2
ONDANSETRON 8MG/4ML SOLUCION INYECTABLE | FRESENIUS | ONDASETRON,4
SUERO FISIOLOGICO 0.9% X 500 ML BOLSA,4
ATORVASTATINA 20MG TABLETA | ECAR |,90
ACETAMINOFEN 500MG TABLETA | AG |,60
CARBONATO DE CALCIO 1500MG + VITAMINA D 200U.I TABLETA | LEBRIUT S.A.S | OROCAL D,90
LEVOTIROXINA 75MCG TABLETA | MERCK | EUTIROX,90
ESPIRONOLACTONA 100MG TABLETA | HUMAX |,90
METFORMINA 850MG TABLETA | WINTHROP |,90
ATORVASTATINA 40MG TABLETA ECAR,90
AMLODIPINO 5MG TABLETA | WINTHROP |,60
ATORVASTATINA 40MG TABLETA ECAR,60
CARVEDILOL 6.25MG TABLETA | WINTHROP |,57
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,60
FUROSEMIDA 40MG TABLETA | GENFAR |,60
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,120
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | LABINCO | LABINPINA,15
BISACODILO 5MG TABLETA | BUSSIE |,20
CEFALEXINA 500MG CAPSULA | RECIPE |,21
NAPROXENO 250MG TABLETA GENFAR,15
ATORVASTATINA 20MG TABLETA | ECAR |,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
LOSARTAN 50MG TABLETA | GENFAR |,180
AMLODIPINO 10MG TABLETA | GENFAR |,30
ACETAMINOFEN 500MG TABLETA | AG |,60
ATORVASTATINA 20MG TABLETA | ECAR |,90
TIAMINA 300MG TABLETA | ECAR | VITAMINA B1 TABLETA,60
GENTAMICINA 160MG/2ML SOLUCION INYECTABLE | FARMIONNI |,3
NAPROXENO 250MG TABLETA GENFAR,15
LEVOTIROXINA 100MCG TABLETA | MERCK | EUTIROX,180
METIMAZOL 5MG TABLETA | METLEN FARMA | METLINA,180
QUETIAPINA 100MG TABLETA | GENFAR |,90
METFORMINA 850MG TABLETA | PISA S.A |,180
PREDNISOLONA 5MG TABLETA | LAPROFF |,90
RISPERIDONA 2MG TABLETA | LA SANTE | ZYRISP,180
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
ACIDO VALPROICO 250MG CAPSULA | NOVAMED | FERBIN CAPSULA LIQUIDA,270
TIAMINA 1GR SOLUCION INYECTABLE | ECAR | VITAMINA B1 INYECTABLE,1
ETORICOXIB 60MG TABLETA | EUROFARMA |,15
DORZOLAMIDA + TIMOLOL + BRIMONIDINA 20MG + 5MG + 2MG SOLUCION OFTALMICA FCO X 5ML | PROCAPS | BRIMODOR,4
LATANOPROST 50MCG/2.5ML GOTAS OFTALMICAS | PROCAPS | LATANOX,4
ATORVASTATINA 40MG TABLETA ECAR,90
OMEPRAZOL 20MG CAPSULA | NOVAMED |,5
NAPROXENO 250MG TABLETA GENFAR,10
TRIMEBUTINA 200MG TABLETA | GENFAR |,10
HIDROXIDO DE ALUMINIO 6GR/100ML SUSPENSION | TECNOQUIMICAS |,1
TRIMEBUTINA 200MG TABLETA | GENFAR |,30
TIAMINA 300MG TABLETA | ECAR | VITAMINA B1 TABLETA,15
PREGABALINA 50MG TABLETA | PFIZER | LYRICA,30
CARBOXIMETILCELULOSA 0.5% SOLUCION OFTALMICA | INCOBRA | OFTALMOTRILUB,3
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,175
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,50
ROSUVASTATINA 40MG TABLETA | ECAR |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,4
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,180
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
AMLODIPINO 5MG TABLETA | WINTHROP |,90
AMLODIPINO 10MG TABLETA | GENFAR |,90
ATORVASTATINA 40MG TABLETA ECAR,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,270
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,6
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
OMEPRAZOL 20MG CAPSULA | NOVAMED |,90
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,90
ATORVASTATINA 40MG TABLETA ECAR,26
AMLODIPINO 10MG TABLETA | GENFAR |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
LACTULOSA 66.7GR/100ML SOBRE DE SOLUCION ORAL | HUMAX | CONSTILAX,45
CLINDAMICINA 300MG CAPSULA GENFAR,28
DICLOXACILINA 500MG CAPSULA | BIOQUIFAR | CLOXIDIN,21
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,90
FLUCONAZOL 200MG CAPSULA | BIOQUIFAR | CINDIMIZOL,2
ACETAMINOFEN 500MG TABLETA | AG |,30
CALCITRIOL 0.25MCG CAPSULA | COLMED |,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,30
VALSARTAN 160MG TABLETA | LASANTE |,56
VITAMINA A 50.000U.I. CAPSULA | PROCAPS | RETIBLAN,20
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | LASANTE | VITAMINA C,40
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,180
ESOMEPRAZOL 20MG TABLETA | COLMED |,90
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
CALCITRIOL 0.25MCG CAPSULA | COLMED |,36
ATORVASTATINA 40MG TABLETA ECAR,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
FUROSEMIDA 40MG TABLETA | GENFAR |,105
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
ATORVASTATINA 20MG TABLETA | ECAR |,60
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,120
METOCARBAMOL 750MG TABLETA | LABINCO | MIOFLEX,20
MELOXICAM 15MG/1.5ML SOLUCION INYECTABLE | GENFAR |,5
RISPERIDONA 1MG TABLETA | LA SANTE | ZYRISP,30
CARBAMAZEPINA 200MG TABLETA | LAPROFF |,180
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
ATORVASTATINA 40MG TABLETA ECAR,30
CLOPIDOGREL 75MG TABLETA | BIOQUIFAR | TROMBOXTYL,30
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,30
LOSARTAN 50MG TABLETA | GENFAR |,60
METOPROLOL 50MG TABLETA (UNIDOSIS) | ROPSOHN | BETOPROLOL,30
BETAHISTINA 8MG TABLETA | LASANTE |,45
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,56
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,60
AMLODIPINO 10MG TABLETA | GENFAR |,60
CARVEDILOL 12.5MG TABLETA | WINTHROP |,180
AMLODIPINO 5MG TABLETA | WINTHROP |,90
LOSARTAN 100MG TABLETA | BUSSIE | SATOREN,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LEVOTIROXINA 100MCG TABLETA | MERCK | EUTIROX,90
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,2
LOSARTAN 50MG TABLETA | GENFAR |,60
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,30
ATORVASTATINA 40MG TABLETA ECAR,30
OMEPRAZOL 20MG CAPSULA | NOVAMED |,30
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,90
GLUCOMETRO DIGITAL | PROCAPS | GLUCOQUICK DIAMOND GD50,1
LANCETAS DE GLUCOMETRIA | PROCAPS | GLUCOQUICK,50
LEVOTIROXINA 100MCG TABLETA | SIEGFRIED | TIROXIN,32
FUROSEMIDA 40MG TABLETA | GENFAR |,60
GEMFIBROZILO 600MG TABLETA | WINTHROP |,60
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,32
METOPROLOL 50MG TABLETA | GENFAR |,120
VALSARTAN 160MG TABLETA | LASANTE |,119
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,30
BECLOMETASONA 50MCG INHALADOR BUCAL | BIOSYNTEC |,3
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,50
TADALAFILO 20MG TABLETA | ECAR | LUDIKA,90
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,180
LEVOTIROXINA 25MCG TABLETA | METLEN FARMA |,90
ROSUVASTATINA 20MG TABLETA | ECAR |,90
METFORMINA 850MG TABLETA | WINTHROP |,90
ATORVASTATINA 40MG TABLETA ECAR,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
CARBIDOPA 25MG + LEVODOPA 250MG TABLETA | SIEGFRIED | PARKEN,90
ACETAMINOFEN 500MG TABLETA | AG |,30
ROSUVASTATINA 20MG TABLETA | ECAR |,90
LOSARTAN 50MG TABLETA | GENFAR |,180
LIDOCAINA 2% JALEA | PROCLIN |,1
FUROSEMIDA 40MG TABLETA | GENFAR |,90
ESOMEPRAZOL 40MG TABLETA | COLMED |,120
SUBSALICILATO DE BISMUTO 262 MG TABLETA MASTICABLE | LAFRANCOL | BISBACTER,56
LEVOSULPIRIDE + PANCREATINA + SIMETICONA 25MG+150MG+80MG TABLETA | GALENO QUIMICA S.A | LEPRIT,60
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,3
NAPROXENO 250MG TABLETA GENFAR,21
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | RECIPE |,21
CEFALEXINA 500MG CAPSULA | RECIPE |,28
TIAMINA 1GR SOLUCION INYECTABLE | ECAR | VITAMINA B1 INYECTABLE,1
IBUPROFENO 400MG TABLETA | GENFAR |,20
ETORICOXIB 60MG TABLETA | EUROFARMA |,5
ACETAMINOFEN 500MG TABLETA | AG |,30
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | LABINCO | LABINPINA,15
NITROFURANTOINA 100MG TABLETA | RECIPE |,14
LEVOTIROXINA 125MCG TABLETA | SIEGFRIED |,90
CARBOXIMETILCELULOSA 0.5% SOLUCION OFTALMICA | INCOBRA | OFTALMOTRILUB,1
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,30
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,60
QUETIAPINA 100MG TABLETA | GENFAR |,60
VENLAFAXINA 150MG TABLETA | LASANTE |,60
ESOMEPRAZOL 20MG TABLETA | ASTRA ZENECA | NEXIUM MUPS,60
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,2
ATORVASTATINA 40MG TABLETA ECAR,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,50
LANSOPRAZOL 30MG CAPSULA DE LIBERACION PROLONGADA | LASANTE |,56
DICLOFENACO SODICO 1% GEL TOPICO | GENFAR |,1
METRONIDAZOL 500MG TABLETA | ECAR |,6
CEFALEXINA 500MG CAPSULA | RECIPE |,12
IBUPROFENO 400MG TABLETA | GENFAR |,9
TINIDAZOL 500MG TABLETA | ECAR |,8
PRESERVATIVO DE LATEX | PROFAMILIA |,30
METRONIDAZOL 500MG OVULO | COLMED |,7
METRONIDAZOL 500MG TABLETA | ECAR |,14
SIMETICONA + TRIMEBUTINA 120MG + 200MG TABLETA | PROCAPS S.A. | MUVETT S,180
LORATADINA 5MG/5ML JARABE | LAPROFF |,3
HIDROCORTISONA 1% CREMA | AG |,3
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,4
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,9
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,100
TIAMINA 300MG TABLETA | ECAR | VITAMINA B1 TABLETA,60
LEVOSULPIRIDE + PANCREATINA + SIMETICONA 25MG+150MG+80MG TABLETA | NOVAMED | DIMOFLAX,30
OMEPRAZOL 20MG CAPSULA | NOVAMED |,30
PRAZOSINA 1MG TABLETA | LABINCO | PRATEN,360
AMLODIPINO 10MG TABLETA | GENFAR |,30
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,56
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,56
AMLODIPINO 10MG TABLETA | GENFAR |,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
VITAMINA D3 2000UI CAPSULA | COLMED |,90
VITAMINA D3 2000UI CAPSULA | COLMED |,90
VALSARTAN 80MG TABLETA | LASANTE |,180
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
CLARITROMICINA 500MG TABLETA | GENFAR |,28
ACETAMINOFEN 150MG/5ML JARABE | LAPROFF |,2
DEXAMETASONA 4MG/1ML SOLUCION INYECTABLE | FARMIONNI |,3
LOSARTAN 50MG TABLETA | GENFAR |,180
PANTOPRAZOL 40MG TABLETA | EUROFARMA | PANTOCAL,90
OMEPRAZOL 20MG CAPSULA | NOVAMED |,90
MELOXICAM 15MG TABLETA | LASANTE |,30
ACETAMINOFEN 500MG TABLETA | AG |,60
ATORVASTATINA 20MG TABLETA | ECAR |,30
ESOMEPRAZOL 20MG TABLETA | ASTRA ZENECA | NEXIUM MUPS,20
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,30
SULFATO DE ZINC 2MG/ML SOLUCION ORAL | FARMATECH | SULZINC,1
BECLOMETASONA 50MCG INHALADOR BUCAL | BIOSYNTEC |,1
AZITROMICINA 200MG/5ML SUSPENSION | GENFAR |,1
CARBOXIMETILCELULOSA + GLICERINA (5MG+9MG)/10ML SOLUCION OFTALMICA | MEGALABS | CRISTALTEARS PLUS,2
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,3
TADALAFILO 20MG TABLETA | ECAR | LUDIKA,90
LEVONORGESTREL + ETINILESTRADIOL 0.15MG+0.03MG TABLETA | PROFAMILIA | OCEIRA,63
LEVOTIROXINA 100MCG TABLETA | SIEGFRIED | TIROXIN,90
SULFATO FERROSO 300MG TABLETA | ECAR |,30
ROSUVASTATINA 40MG TABLETA | ECAR |,30
VITAMINA D3 (COLECALCIFEROL) 25.000U.I./1ML SOLUCION ORAL | EUROETIKA | HISTOTAL,2
ACIDO FOLICO 1MG TABLETA | ECAR |,30
CALCITRIOL 0.25MCG CAPSULA | COLMED |,16
ATORVASTATINA 40MG TABLETA ECAR,90
ACETAMINOFEN 500MG TABLETA | AG |,20
AMLODIPINO 5MG TABLETA | WINTHROP |,90
OMEPRAZOL 20MG CAPSULA | NOVAMED |,30
VALSARTAN 160MG TABLETA | LASANTE |,84
LEVOTIROXINA 25MCG TABLETA | METLEN FARMA |,120
KETOTIFENO 1MG/5ML JARABE | LAPROFF |,1
LORATADINA 10MG TABLETA | AG |,20
SALBUTAMOL 100MCG INHALADOR | CIPLA |,1
BECLOMETASONA 50MCG INHALADOR NASAL | BIOSYNTEC |,1
DEXAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,1
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,60
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,240
BROMURO DE IPRATROPIO 20MCG INHALADOR | CHALVER | ASPROMIO,3
BECLOMETASONA 250MCG INHALADOR BUCAL | BIOSYNTEC |,2
OMEPRAZOL 20MG CAPSULA | NOVAMED |,90
NAPROXENO 250MG TABLETA GENFAR,30
SALBUTAMOL 100MCG INHALADOR | CIPLA |,3
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,60
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,90
ACIDO ASCORBICO 100MG/ML GOTAS | ECAR | VITAMINA C,1
DESONIDA 0.05% EMULSION X 120ML | SIEGFRIED |,2
HIDROCORTISONA 1% CREMA | AG |,1
CLOPIDOGREL 75MG TABLETA | BIOQUIFAR | TROMBOXTYL,90
CARVEDILOL 6.25MG TABLETA | LASANTE |,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,90
ESOMEPRAZOL 20MG TABLETA | ASTRA ZENECA | NEXIUM MUPS,90
ESPIRONOLACTONA 25MG TABLETA | WINTHROP |,90
ROSUVASTATINA 40MG TABLETA | ECAR |,90
ETORICOXIB 60MG TABLETA | EUROFARMA |,30
TIAMINA 300MG TABLETA | ECAR | VITAMINA B1 TABLETA,30
ATORVASTATINA 40MG TABLETA ECAR,60
CALCITRIOL 0.25MCG CAPSULA | COLMED |,60
ACETAMINOFEN 500MG TABLETA | AG |,40
ROSUVASTATINA 20MG TABLETA | ECAR |,90
LOSARTAN 100MG TABLETA | BUSSIE | SATOREN,60
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,60
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,90
RISPERIDONA 1MG TABLETA | LA SANTE | ZYRISP,140
TIAMINA 300MG TABLETA | ECAR | VITAMINA B1 TABLETA,60
CARBONATO DE CALCIO 1500MG + VITAMINA D 200U.I TABLETA | LEBRIUT S.A.S | OROCAL D,60
SOMATROPINA 12MG (36 U.I.) POLVO PARA SOLUCION INYECTABLE | PFIZER | GENOTROPIN,11
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,100
IBUPROFENO 400MG TABLETA | GENFAR |,9
ACICLOVIR 200MG TABLETA | LASANTE |,120
MONTELUKAST 5MG TABLETA MASTICABLE | LASANTE |,30
CEFALEXINA 500MG CAPSULA | RECIPE |,20
AMOXICILINA 500MG CAPSULA | LASANTE |,16
FUROSEMIDA 40MG TABLETA | GENFAR |,30
LACTULOSA 66.7GR/100ML SOBRE DE SOLUCION ORAL | HUMAX | CONSTILAX,20
PREDNISOLONA 5MG TABLETA | LAPROFF |,40
GEMFIBROZILO 600MG TABLETA | WINTHROP |,90
SULFATO FERROSO 300MG TABLETA | ECAR |,60
CARBONATO DE CALCIO 1500MG + VITAMINA D 200U.I TABLETA | LEBRIUT S.A.S | OROCAL D,60
BUDESONIDA + FORMOTEROL 160MCG + 4.5MCG INHALADOR X 120 DOSIS | ASTRAZENECA | SYMBICORT RAPIHALER,2
ACIDO FOLICO 1MG TABLETA | ECAR |,60
ETORICOXIB 60MG TABLETA | EUROFARMA |,28
CARBONATO DE LITIO 300MG TABLETA | ACTIFARMA | ACTILITIO,180
OLANZAPINA 10MG TABLETA | LASANTE |,180
FEXOFENADINA 30MG/5ML JARABE | ECAR |,1
SALBUTAMOL 100MCG INHALADOR | CIPLA |,1
ACETAMINOFEN 150MG/5ML JARABE | PROCAPS | DOLOFEN,2
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | LABINCO | LABINPINA,15
METRONIDAZOL 500MG TABLETA | ECAR |,4
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | LASANTE | VITAMINA C,10
NITROFURANTOINA 100MG TABLETA | RECIPE |,28
ACETAMINOFEN 500MG TABLETA | AG |,30
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,180
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,30
ATORVASTATINA 40MG TABLETA ECAR,90
