nombre_producto,cantidad_entregada
BECLOMETASONA 250MCG INHALADOR BUCAL | BIOSYNTEC |,3
ACETAMINOFEN 500MG TABLETA | AG |,21
ESOMEPRAZOL 20MG TABLETA | ASTRA ZENECA | NEXIUM MUPS,90
DIHIDROCODEINA 12.1MG/5ML JARABE | FARMATECH S.A | HUMAX,1
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
HIDROXIDO DE ALUMINIO 6GR/100ML SUSPENSION | TECNOQUIMICAS |,3
HIDROCLOROTIAZIDA 25MG TABLETA | GENFAR |,90
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
LOSARTAN 50MG TABLETA | GENFAR |,180
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | LASANTE | VITAMINA C,14
DIOSMINA + HESPERIDINA 450MG/50MG TABLETAS | TECNOQUIMICAS |,180
CEFALEXINA 250MG/5ML SUSPENSION | LASANTE |,2
MOSAPRIDA 5MG TABLETA | BUSSIE | MOXAR,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,28
ROSUVASTATINA 40MG TABLETA | ECAR |,90
INDAPAMIDA 1.5MG TABLETA DE LIBERACION SOSTENIDA | SERVIER | NATRILIX S.R,90
WARFARINA SODICA 5MG TABLETA | SALUS PHARMA |,120
TAMSULOSINA 0.4MG TABLETA DE LIBERACION SOSTENIDA | AUROBINDO | OD - TAM 0.4,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
VILDAGLIPTINA 50MG TABLETA | TECNOFARMA | VILZER,180
CLONAZEPAM 0.5MG TABLETA | SIEGFRIED | COQUAN,90
ROSUVASTATINA 20MG TABLETA | ECAR |,90
BISACODILO 5MG TABLETA | BUSSIE |,30
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,27
INSULINA GLULISINA 300U.I./3ML (100U.I./ML) CARTUCHO | SANOFI AVENTIS | APIDRA,1
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,1
INSULINA GLARGINA + LIXISENATIDA (100UI+33MCG)/3ML SOLUCION INYECTABLE | SANOFI | SOLIQUA,5
ATORVASTATINA 40MG TABLETA ECAR,90
LOSARTAN 50MG TABLETA | GENFAR |,12
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,90
TRAZODONA 50MG TABLETA | RECIPE |,30
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,30
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,24
FLUOROMETALONA 0.1% SOLUCION OFTALMICA | BLASKOV | FLUOFTAL,1
QUETIAPINA 25MG TABLETA | WINTHROP |,30
HIDROXIDO DE ALUMINIO 6GR/100ML SUSPENSION | TECNOQUIMICAS |,3
LIDOCAINA 700MG (5%) PARCHE GRUNENTHAL VERSATIS 5%,30
LOSARTAN 50MG TABLETA | GENFAR |,180
DESONIDA 0.05% EMULSION X 120ML | SIEGFRIED |,2
ESTROGENOS CONJUGADOS 0.625MG CREMA VAGINAL X 26GR | FAES FARMA | FEVENY,3
CARBONATO DE CALCIO + VITAMINA D 1250MG/330UI TABLETA | SIEGFRIED | OSTEOCAL D,90
CIPROFLOXACINO 500MG TABLETA | BCN | PROCATEC,28
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
LIDOCAINA 700MG (5%) PARCHE GRUNENTHAL VERSATIS 5%,5
OLANZAPINA 5MG TABLETA | SIEGFRIED | MEFLAX,90
LETROZOL 2.5MG TABLETA | NOVARTIS | FEMARA,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
CITRATO DE CALCIO + VITAMINA D 500MG + 200U.I SOBRE | TECNOQUIMICAS | BIOCALCIUM D,180
VITAMINA D3 2000UI CAPSULA | COLMED |,90
CIPROFLOXACINO 500MG TABLETA | BCN | PROCATEC,14
CARBONATO DE CALCIO 1500MG + VITAMINA D 200U.I TABLETA | LEBRIUT S.A.S | OROCAL D,60
VITAMINA D3 2000UI CAPSULA | COLMED |,90
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,90
ACETAMINOFEN 500MG TABLETA | AG |,15
ESOMEPRAZOL 20MG TABLETA | ASTRA ZENECA | NEXIUM MUPS,15
GLUCOMETRO DIGITAL | PROCAPS | GLUCOQUICK DIAMOND GD50,1
ETORICOXIB 60MG TABLETA | EUROFARMA |,30
ESPIRONOLACTONA 25MG TABLETA | LAPROFF |,180
CLOTRIMAZOL 1% CREMA VAGINAL | AG |,1
FLUCONAZOL 200MG CAPSULA | BIOQUIFAR | CINDIMIZOL,12
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | LASANTE | VITAMINA C,90
IMIPRAMINA 25MG TABLETA | HUMAX |,45
BROMURO DE IPRATROPIO 20MCG INHALADOR | BIOSYNTEC |,3
LEVETIRACETAM 1GR TABLETA | SCANDINAVIA | CEUMID,180
NITROFURAZONA 0.2%/454GR POMADA | HIC S.A.S. |,1
VILDAGLIPTINA 50MG TABLETA | TECNOFARMA | VILZER,90
SULFATO FERROSO 250MG/120ML JARABE | LAPROFF |,1
MEDROXIPROGESTERONA 150MG/1ML SOLUCION INYECTABLE | CAICLOS | ILEINE,1
BACILLUS CLAUSII 2.000MUI/5ML SUSPENSION ORAL | SANOFI AVENTIS | ENTEROGERMINA,30
QUETIAPINA 200MG TABLETA | COLMED |,30
VERAPAMILO 120MG TABLETA | LASANTE |,180
SOMATROPINA 12MG (36 U.I.) POLVO PARA SOLUCION INYECTABLE | PFIZER | GENOTROPIN,6
CEFALEXINA 500MG CAPSULA | RECIPE |,20
WARFARINA SODICA 5MG TABLETA | SALUS PHARMA |,90
TADALAFILO 5MG TABLETA | BUSSIE | DAFULL,90
SUCRALFATO 1GR TABLETA | ROPSOHN | ALSUCRAL,30
VITAMINA D3 2000UI CAPSULA | COLMED |,90
FLUCONAZOL 150MG TABLETA | GENFAR |,4
LOSARTAN 50MG TABLETA | NOVAMED | TENSOFAR,180
"MOMETASONA FUROATO 50MG/ML SPRAY NASAL 0,05% | TECNOFAR |",1
TIAMINA 300MG TABLETA | ECAR | VITAMINA B1 TABLETA,30
ENALAPRIL 5MG TABLETA | COASPHARMA |,180
DIFENHIDRAMINA 50MG CAPSULA | SALUS PHARMA |,10
AMIKACINA 500MG/2ML SOLUCION INYECTABLE | VITALIS |,2
LEVOFLOXACINO 500MG TABLETA | ALTADIS FARMACEUTICA S.A.S. | LEVOCINA,30
SUBSALICILATO DE BISMUTO 262 MG TABLETA MASTICABLE | LAFRANCOL | BISBACTER,56
TIAMINA 1GR SOLUCION INYECTABLE | ECAR | VITAMINA B1 INYECTABLE,1
DEXAMETASONA 1MG + POLIMIXINA 6.000U.I + NEOMICINA 3.5MG SOLUCION OFTALMICA | VITALIS | VITATRIOL,1
SULFATO FERROSO 300MG TABLETA | ECAR |,90
CARBONATO DE LITIO 300MG TABLETA | ACTIFARMA | ACTILITIO,240
QUETIAPINA 200MG TABLETA | COLMED |,240
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | LASANTE | VITAMINA C,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
ROSUVASTATINA 40MG TABLETA | ECAR |,90
TIAMINA 300MG TABLETA | ECAR | VITAMINA B1 TABLETA,60
TAMOXIFENO 20MG TABLETA | TECNOFARMA | TAXUS,90
DIFENHIDRAMINA 50MG CAPSULA | SALUS PHARMA |,60
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
VILDAGLIPTINA + METFORMINA 50MG + 850MG TABLETA | NOVARTIS | GALVUS MET,88
VALSARTAN 160MG TABLETA | LASANTE |,180
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | ECAR | VITAMINA C,30
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,30
BETAHISTINA 24MG TABLETA | GRUNENTHAL | VERUM,60
OLOPATADINA 0.2%/5ML SOLUCION OFTALMICA | INCOBRA | OFTALMOTRIALER,3
FEXOFENADINA 30MG/5ML JARABE | ECAR |,1
ACETAMINOFEN 150MG/5ML JARABE | PROCAPS | DOLOFEN,1
ACETAMINOFEN + CODEINA 325MG + 30MG TABLETA | FARMACAPSULAS |,180
TIAMINA 300MG TABLETA | ECAR | VITAMINA B1 TABLETA,20
IBUPROFENO 400MG TABLETA | GENFAR |,12
ACETAMINOFEN 150MG/5ML JARABE | PROCAPS | DOLOFEN,4
CLOZAPINA 25MG TABLETA | HUMAX |,30
DIFENHIDRAMINA 12.5MG/5ML JARABE | LAPROFF |,1
ACETAMINOFEN 500MG TABLETA | AG |,8
CEFALEXINA 500MG CAPSULA | RECIPE |,6
ESOMEPRAZOL 20MG TABLETA |COLMED,7
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | LABINCO | LABINPINA,6
RISPERIDONA 1MG TABLETA | LA SANTE | ZYRISP,90
DESONIDA 0.05% CREMA TOPICA | SIEGFRIED |,2
VILDAGLIPTINA + METFORMINA 50MG + 850MG TABLETA | NOVARTIS | GALVUS MET,88
PILOCARPINA CLORHIDRATO 5MG TABLETA | HUMAX | PICARPIN,80
VITAMINA D3 2000UI CAPSULA | COLMED |,90
CALCITRIOL 0.25MCG CAPSULA | COLMED |,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,50
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,6
INSULINA GLULISINA 300U.I./3ML (100U.I./ML) CARTUCHO | SANOFI AVENTIS | APIDRA,6
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,180
ESPIRONOLACTONA 25MG TABLETA | LAPROFF |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,30
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
DESONIDA 0.05% CREMA TOPICA | SIEGFRIED |,2
ACIDO FUSIDICO 2% CREMA TOPICA | GENFAR |,1
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,175
RASAGILINA 1MG TABLETA | LEGRAND | RAGITAR,120
ALBENDAZOL 200MG TABLETA | BIOQUIFAR | FINAPAR,2
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,90
DEFLAZACORT 6MG TABLETA | BIOQUIFAR | CORTIDEXAN 6MG,120
BETAHISTINA 16MG TABLETA | LA SANTE |,180
SOLIFENACINA SUCCINATO 5MG TABLETA | ASTELLAS FARMA | VESICARE,30
DIOSMINA + HESPERIDINA 450MG/50MG TABLETAS | GENFAR |,180
BROMURO DE IPRATROPIO 20MCG INHALADOR | BIOSYNTEC |,4
OMEPRAZOL 20MG CAPSULA | NOVAMED |,90
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
ATORVASTATINA 40MG TABLETA ECAR,90
CLOPIDOGREL 75MG TABLETA | BIOQUIFAR | TROMBOXTYL,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,28
ENALAPRIL 5MG TABLETA | COASPHARMA |,90
CARBOXIMETILCELULOSA 0.5% SOLUCION OFTALMICA FCO 10ML | PROCAPS | LAGRIGEN |,1
GLIMEPIRIDA 2MG TABLETA | TECNOQUIMICAS |,90
BROMURO DE IPRATROPIO 20MCG INHALADOR | BIOSYNTEC |,4
ACETAMINOFEN 500MG TABLETA | AG |,21
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,3
ESOMEPRAZOL 20MG TABLETA | ASTRA ZENECA | NEXIUM MUPS,60
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
ESPIRONOLACTONA 25MG TABLETA | LAPROFF |,60
FUROSEMIDA 40MG TABLETA | GENFAR |,60
CARVEDILOL 12.5MG TABLETA | WINTHROP |,120
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,3
ROSUVASTATINA 40MG TABLETA | ECAR |,90
CALCITRIOL 0.25MCG CAPSULA | COLMED |,90
DIOSMINA + HESPERIDINA 450MG/50MG TABLETAS | TECNOQUIMICAS |,180
TIAMINA 300MG TABLETA | ECAR | VITAMINA B1 TABLETA,30
LOSARTAN 50MG TABLETA | GENFAR |,120
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
DIVALPROATO DE SODIO 500MG TABLETA ABBOTT VALCOTE,360
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,28
NITROFURAZONA 0.2%/454GR POMADA | HIC S.A.S. |,1
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,30
CITRATO DE CALCIO + VITAMINA D 500MG + 200U.I SOBRE | TECNOQUIMICAS | BIOCALCIUM D,90
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,30
ACIDO ACETIL SALICILICO 100MG TABLETA | BAYER | CARDIOASPIRINA,60
ATORVASTATINA 40MG TABLETA ECAR,60
VALSARTAN 80MG TABLETA | LASANTE |,56
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,28
CLOPIDOGREL 75MG TABLETA | BIOQUIFAR | TROMBOXTYL,60
CARVEDILOL 12.5MG TABLETA | WINTHROP |,120
VITAMINA D3 (COLECALCIFEROL) 5600U.I./10ML SOLUCION ORAL | NOVAMED | DENSIMET,1
DICLOFENACO SODICO 1% GEL TOPICO | GENFAR |,1
ETORICOXIB 60MG TABLETA | HETERO | TORROX,32
PANTOPRAZOL 40MG TABLETA | EUROFARMA | PANTOCAL,28
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,56
ROSUVASTATINA 40MG TABLETA | ECAR |,60
ROSUVASTATINA 40MG TABLETA | BUSSIE | REX,90
RIVAROXABAN 20MG TABLETA | SANOFI AVENTIS |,90
RISPERIDONA 1MG TABLETA | LA SANTE | ZYRISP,30
DIFENHIDRAMINA 50MG CAPSULA | SALUS PHARMA |,120
TRIMETOPRIM SULFAMETOXAZOL 800MG + 160MG TABLETA | GENFAR |,30
ETORICOXIB 90MG TABLETA|EUROFARMA COLOMBIA.|ETOX,1
CLINDAMICINA 300MG CAPSULA | LASANTE |,14
ATORVASTATINA 40MG TABLETA ECAR,90
CARBOXIMETILCELULOSA 0.5% SOLUCION OFTALMICA FCO 10ML | PROCAPS | LAGRIGEN |,3
LOSARTAN 50MG TABLETA | GENFAR |,180
ACETAMINOFEN 500MG TABLETA | AG |,30
CEFALEXINA 500MG CAPSULA | RECIPE |,28
DICLOFENACO SODICO 50MG TABLETA | GENFAR |,10
LORATADINA 10MG TABLETA | AG |,30
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | LASANTE | VITAMINA C,60
ROSUVASTATINA 40MG TABLETA | BUSSIE | REX,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,90
FEXOFENADINA CLORHIDRATO 120MG TABLETA | ECAR |,30
MOMETASONA FUROATO 50MG/ML SPRAY NASAL X 18GR | MEGALABS | RINOSAL,3
DIACEREINA 50MG TABLETA | SYNERGY LAB S.A.S | ARTRO M,90
VITAMINA D3 2000UI CAPSULA | COLMED |,90
CARVEDILOL 6.25MG TABLETA | LASANTE |,60
ATORVASTATINA 40MG TABLETA ECAR,90
AMLODIPINO 10MG TABLETA | GENFAR |,30
INSULINA GLARGINA 450U.I./1.5ML (300U.I./ML) LAPICERO | SANOFI AVENTIS | TOUJEO,2
ROSUVASTATINA 40MG TABLETA | ECAR |,30
TIRAS REACTIVAS P/GLUCOSA GD50 X UND |DIABETRICS |GLUCOQUICK,50
LOSARTAN 50MG TABLETA | NOVAMED | TENSOFAR,60
VILDAGLIPTINA 50MG TABLETA | TECNOFARMA | VILZER,60
METRONIDAZOL 500MG TABLETA | ECAR |,15
VITAMINA D3 1000UI CAPSULA | COLMED | BLANDA,1
ATORVASTATINA 40MG TABLETA ECAR,30
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,30
SOMATROPINA 12MG (36 U.I.) POLVO PARA SOLUCION INYECTABLE | PFIZER | GENOTROPIN,7
DICLOFENACO SODICO 1% GEL TOPICO | GENFAR |,2
PREGABALINA 50MG TABLETA | PFIZER | LYRICA,60
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,90
INSULINA GLARGINA 300U.I./3ML (100U.I./ML) LAPICERO | SANOFI AVENTIS | LANTUS,9
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,56
VILDAGLIPTINA + METFORMINA 50MG + 850MG TABLETA | NOVARTIS | GALVUS MET,175
LEVOTIROXINA 88MCG TABLETA | SIEGFRIED |,90
QUETIAPINA 100MG TABLETA | GENFAR |,120
DULOXETINA 60MG CAPSULA DE LIBERACION RETARDADA | BUSSIÉ | DUXETINA,120
SULFATO FERROSO 125MG GOTAS | LAPROFF | FERROPROFF GOTAS,2
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,90
ENALAPRIL 20MG TABLETA | ANGLOPHARMA |,180
ACETAMINOFEN 500MG TABLETA | AG |,180
ESOMEPRAZOL 20MG TABLETA | ASTRA ZENECA | NEXIUM MUPS,90
TERBINAFINA 1% SOLUCION TOPICA | HUMAX | TERBIFIN 1%,1
ACIDO ASCORBICO 500MG TABLETA MASTICABLE | ECAR | VITAMINA C,90
IMIPRAMINA 25MG TABLETA | HUMAX |,90
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
DESLORATADINA + MONTELUKAST 5MG + 10MG TABLETA | NOVAMED | DESLODEX,90
CARBONATO DE CALCIO 600MG (1500MG) TABLETA | LEBRIUT S.A.S | OROCAL MASTICABLE,90
AZELASTINA + FLUTICASONA PROPIONATO 137MCG+50MCG SPRAY NASAL X 30ML | NOVAMED | AZEFLU,6
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,56
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
ATORVASTATINA 40MG TABLETA ECAR,90
NAPROXENO 250MG TABLETA GENFAR,15
ERGOTAMINA + CAFEINA 1MG + 100MG TABLETA | TECNOQUIMICAS | FENCAFEN,10
ACETAMINOFEN 500MG TABLETA | AG |,28
OXALATO DE ESCITALOPRAM 20MG TABLETA | SANDOZ | ANIMAXEN,150
OLANZAPINA 10MG TABLETA | LASANTE |,90
CARBOXIMETILCELULOSA 0.5% SOLUCION OFTALMICA FCO 10ML | PROCAPS | LAGRIGEN |,3
ROSUVASTATINA 40MG TABLETA | ECAR |,90
LOSARTAN 50MG TABLETA | GENFAR |,180
ACIDO ACETIL SALICILICO 100MG TABLETA | WINTHROP |,90
ATORVASTATINA 20MG TABLETA | ECAR |,90
AMLODIPINO 5MG TABLETA | WINTHROP |,90
CALCITRIOL 0.25MCG CAPSULA | COLMED |,90
QUETIAPINA 25MG TABLETA | WINTHROP |,90
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
FUROSEMIDA 40MG TABLETA | GENFAR |,90
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,110
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,30
PAMOATO DE PIRANTEL 250MG/5ML SUSPENSION | GENFAR |,1
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,90
ATORVASTATINA 40MG TABLETA ECAR,120
ACETAMINOFEN 500MG TABLETA | AG |,32
DICLOFENACO SODICO 75MG/3ML (2.5%) SOLUCION INYECTABLE | FARMIONNI |,6
ROSUVASTATINA 40MG TABLETA | ECAR |,90
BISOPROLOL FUMARATO 2.5MG TABLETA | TECNOQUIMICAS |,120
VITAMINA B12 1.000MCG/1ML SOLUCION INYECTABLE | ECAR | CIANOCOBALAMINA 0.1 MG/ML,6
NAPROXENO 125MG/5ML (2.5%) SUSPENSION | LABINCO | NAPROX,1
POLIETILENGLICOL 3350 SOBRE DE SOLUCION ORAL | ECAR | FARMALAX,4
BISACODILO 5MG TABLETA | BUSSIE |,30
ATORVASTATINA 40MG TABLETA ECAR,30
LACTULOSA 66.7GR/100ML SOBRE DE SOLUCION ORAL | HUMAX | CONSTILAX,90
FUROSEMIDA 40MG TABLETA | GENFAR |,60
NISTATINA 100.000U.I./ML SUSPENSION | LABINCO |,5
ACETAMINOFEN 500MG TABLETA | AG |,180
VITAMINA D3 2000UI CAPSULA | COLMED |,30
METIMAZOL 5MG TABLETA | METLEN FARMA | METLINA,450
BUPROPION CLORHIDRATO 150MG CAPSULA | TECNOFARMA | ODRANAL,120
LEVOMEPROMAZINA 100MG TABLETA | HUMAX |,90
ACETAMINOFEN 500MG TABLETA | AG |,30
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,60
SALBUTAMOL 100MCG INHALADOR | CIPLA |,1
ACETAMINOFEN 150MG/5ML JARABE | PROCAPS | DOLOFEN,5
TIAMINA 300MG TABLETA | ECAR | VITAMINA B1 TABLETA,60
LEVOTIROXINA 25MCG TABLETA | TECNOQUIMICAS |,60
ATORVASTATINA 20MG TABLETA | ECAR |,60
ETORICOXIB 60MG TABLETA | EUROFARMA |,28
DIVALPROATO DE SODIO 500MG TABLETA DE LIBERACION SOSTENIDA | ABBOTT | VALCOTE ER,120
ACIDO VALPROICO 250MG CAPSULA | NOVAMED | FERBIN CAPSULA LIQUIDA,120
LEVOMEPROMAZINA 25MG TABLETA | HUMAX |,45
CLOBETASOL PROPIONATO 0.05% 40GR CREMA TOPICA | AG |,2
CLOBETASOL PROPIONATO 0.05% 40GR CREMA TOPICA | AG |,2
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,84
DULOXETINA 30MG CAPSULA | BUSSIE | DUXETINA,60
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,180
ETORICOXIB 90MG TABLETA | EUROFARMA |,30
QUETIAPINA 100MG TABLETA | AUROBINDO | QUITIDE,120
LEVOTIROXINA 88MCG TABLETA | SIEGFRIED |,90
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | RECIPE |,30
AMLODIPINO 5MG TABLETA | WINTHROP |,120
CETIRIZINA 10MG TABLETA | GENFAR |,60
VILDAGLIPTINA 50MG TABLETA | TECNOFARMA | VILZER,1
VILDAGLIPTINA + METFORMINA 50MG + 1000MG TABLETA | NOVARTIS | GALVUS MET,168
CARBOXIMETILCELULOSA 0.5% SOLUCION OFTALMICA FCO 10ML | PROCAPS | LAGRIGEN |,3
CARBONATO DE CALCIO 600MG (1500MG) TABLETA | LEBRIUT S.A.S | OROCAL MASTICABLE,120
VITAMINA D3 1000UI CAPSULA | COLMED | BLANDA,120
VALSARTAN 160MG TABLETA | LASANTE |,119
LEVOTIROXINA 125MCG TABLETA | SIEGFRIED |,120
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,90
BROMURO DE IPRATROPIO 20MCG INHALADOR | BIOSYNTEC |,3
DICLOFENACO SODICO 50MG TABLETA | GENFAR |,10
METRONIDAZOL 500MG TABLETA | ECAR |,14
LEVOTIROXINA 50MCG TABLETA | SIEGFRIED | TIROXIN,1
CARBOXIMETILCELULOSA 0.5% SOLUCION OFTALMICA FCO 10ML | PROCAPS | LAGRIGEN |,1
CARBOXIMETILCELULOSA 0.5% SOLUCION OFTALMICA FCO 10ML | PROCAPS | LAGRIGEN |,3
LEVOTIROXINA 75MCG TABLETA | TECNOQUIMICAS |,90
DIFENHIDRAMINA 50MG CAPSULA | SALUS PHARMA |,90
OXALATO DE ESCITALOPRAM 20MG TABLETA | SANDOZ | ANIMAXEN,90
ACIDO FOLICO 1MG TABLETA | ECAR |,30
AMLODIPINO 5MG TABLETA | WINTHROP |,30
ATORVASTATINA 20MG TABLETA | ECAR |,30
ATORVASTATINA 20MG TABLETA | ECAR |,90
ESOMEPRAZOL 40MG TABLETA | COLMED |,30
LOSARTAN 50MG TABLETA | FARMACAPSULAS |,90
LOSARTAN 50MG TABLETA | NOVAMED | TENSOFAR,60
VITAMINA D3 2000UI CAPSULA | COLMED |,30
SULFATO FERROSO 300MG TABLETA | ECAR |,60
ACETAMINOFEN 500MG TABLETA | AG |,60
LEVETIRACETAM 500MG TABLETA | GLAXO | KEPPRA,360
MELOXICAM 7.5MG TABLETA | LASANTE |,90
POLIETILENGLICOL + PROPILENGLICOL 3MG + 4MG SOLUCION OFTALMICA X 10ML | ALCON | SYSTANE ULTRA,3
FLUOROMETALONA 0.1% SOLUCION OFTALMICA | BLASKOV | FLUOFTAL,1
CIPROFLOXACINO 500MG TABLETA | BCN | PROCATEC,20
MORFINA CLORHIDRATO 10MG/ML SOLUCION INYECTABLE | RYAN |,90
AMLODIPINO + VALSARTAN + HIDROCLOROTIAZIDA 5MG+160MG+12.5MG TABLETA | NOVARTIS | EXFORGE HCT,84
ACETAMINOFEN 150MG/5ML JARABE | LAPROFF |,2
AMOXICILINA 250MG/100ML SUSPENSION | LA SANTE |,2
SULFATO FERROSO 250MG/120ML JARABE | LAPROFF |,3
SULFATO DE ZINC 2MG/ML SOLUCION ORAL | FARMATECH | SULZINC,4
ACIDO FOLICO 1MG TABLETA | ECAR |,90
METRONIDAZOL 500MG OVULO | COLMED |,7
AMLODIPINO + VALSARTAN + HIDROCLOROTIAZIDA 10MG+320MG+25MG TABLETA | NOVARTIS | EXFORGE HCT,84
CARVEDILOL 6.25MG TABLETA | WINTHROP |,120
ERGOTAMINA + CAFEINA 1MG + 100MG TABLETA | TECNOQUIMICAS | FENCAFEN,10
FLUOXETINA 20MG/5ML JARABE | BUSSIE | MOLTOBEN,1
QUETIAPINA 25MG TABLETA | WINTHROP |,60
SERTRALINA 50MG TABLETA | GENFAR |,30
BETAMETASONA 0.05% CREMA | GENFAR |,1
BETAMETASONA 8MG/2ML SOLUCION INYECTABLE | FARMIONNI |,2
DAPAGLIFLOZINA 10MG TABLETA | ASTRA ZENECA | FORXIGA,30
LORATADINA 10MG TABLETA | LAPROFF |,7
CEFALEXINA 500MG CAPSULA | RECIPE |,8
NAPROXENO 250MG TABLETA GENFAR,4
ACETAMINOFEN 500MG TABLETA | AG |,8
IBUPROFENO 400MG TABLETA | GENFAR |,21
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | RECIPE |,21
APIXABAN 2.5MG TABLETA | PFIZER | ELIQUIS,60
CARBONATO DE CALCIO 1500MG + VITAMINA D 200U.I TABLETA | LEBRIUT S.A.S | OROCAL D,60
VITAMINA B12 1.000MCG/1ML SOLUCION INYECTABLE | ECAR | CIANOCOBALAMINA 0.1 MG/ML,12
VENLAFAXINA 75MG TABLETA | LASANTE |,30
BETAHISTINA 8MG TABLETA | LASANTE |,30
HIOSCINA N-BUTIL BROMURO 10MG TABLETA | LABINCO | LABINPINA,30
CARBIDOPA 25MG + LEVODOPA 250MG TABLETA | SIEGFRIED | PARKEN,180
BIPERIDENO 2MG TABLETA | TECNOQUIMICAS |,180
EZETIMIBA + ROSUVASTATINA 10MG + 20MG TABLETA | LEGRAND | ROSUVINA E,90
LEVETIRACETAM 500MG TABLETA | GLAXO | KEPPRA,360
ACIDO VALPROICO 250MG CAPSULA | NOVAMED | FERBIN CAPSULA LIQUIDA,360
CLOBAZAM 10MG TABLETA | SANOFI AVENTIS | URBADAN,90
PREGABALINA 75MG TABLETA | MSN | EPIBALIN,30
